972,0,0,3,0,0,1,1,2,1
0,1118,3,1,0,0,3,1,9,0
6,0,994,8,1,0,2,6,13,2
0,0,1,996,0,5,0,2,6,0
1,0,0,1,938,0,8,1,0,33
3,0,0,14,1,867,2,1,2,2
7,2,0,1,1,6,941,0,0,0
1,4,7,4,1,0,0,1001,4,6
3,0,1,6,4,3,2,2,949,4
2,2,0,9,3,1,1,4,1,986
